NDC2,GENERIC_NAME,BRAND_NAME,CHEMOCAT2,CHEMO_TYPE,STUDY_DRUG,TREATMENT_TYPE,CHEMOTHERAPY,DATE_ADDED
00093763841,TEMOZOLOMIDE,Temozolomide Cap 140 MG,TEMOZOLOMIDE,O,0,C,Y,6/16/2014
00093763857,TEMOZOLOMIDE,Temozolomide Cap 140 MG,TEMOZOLOMIDE,O,0,C,Y,6/16/2014
00781269444,TEMOZOLOMIDE,Temozolomide Cap 140 MG,TEMOZOLOMIDE,O,0,C,Y,6/16/2014
00781269475,TEMOZOLOMIDE,Temozolomide Cap 140 MG,TEMOZOLOMIDE,O,0,C,Y,6/16/2014
47335092921,TEMOZOLOMIDE,Temozolomide Cap 140 MG,TEMOZOLOMIDE,O,0,C,Y,6/16/2014
47335092980,TEMOZOLOMIDE,Temozolomide Cap 140 MG,TEMOZOLOMIDE,O,0,C,Y,6/16/2014
00085143003,TEMOZOLOMIDE,TEMOZOLOMIDE CAP 180 MG,TEMOZOLOMIDE,O,0,C,Y,4/22/2013
00085143004,TEMOZOLOMIDE,TEMOZOLOMIDE CAP 180 MG,TEMOZOLOMIDE,O,0,C,Y,4/22/2013
00093763941,TEMOZOLOMIDE,Temozolomide Cap 180 MG,TEMOZOLOMIDE,O,0,C,Y,6/16/2014
00093763957,TEMOZOLOMIDE,Temozolomide Cap 180 MG,TEMOZOLOMIDE,O,0,C,Y,6/16/2014
00781269544,TEMOZOLOMIDE,Temozolomide Cap 180 MG,TEMOZOLOMIDE,O,0,C,Y,6/16/2014
00781269575,TEMOZOLOMIDE,Temozolomide Cap 180 MG,TEMOZOLOMIDE,O,0,C,Y,6/16/2014
47335093021,TEMOZOLOMIDE,Temozolomide Cap 180 MG,TEMOZOLOMIDE,O,0,C,Y,6/16/2014
47335093080,TEMOZOLOMIDE,Temozolomide Cap 180 MG,TEMOZOLOMIDE,O,0,C,Y,6/16/2014
00085151903,TEMOZOLOMIDE,TEMOZOLOMIDE CAP 20 MG,TEMOZOLOMIDE,O,0,C,Y,4/22/2013
00085151904,TEMOZOLOMIDE,TEMOZOLOMIDE CAP 20 MG,TEMOZOLOMIDE,O,0,C,Y,4/22/2013
00093760041,TEMOZOLOMIDE,Temozolomide Cap 20 MG,TEMOZOLOMIDE,O,0,C,Y,6/16/2014
00093760057,TEMOZOLOMIDE,Temozolomide Cap 20 MG,TEMOZOLOMIDE,O,0,C,Y,6/16/2014
00781269244,TEMOZOLOMIDE,Temozolomide Cap 20 MG,TEMOZOLOMIDE,O,0,C,Y,6/16/2014
00781269275,TEMOZOLOMIDE,Temozolomide Cap 20 MG,TEMOZOLOMIDE,O,0,C,Y,6/16/2014
47335089121,TEMOZOLOMIDE,Temozolomide Cap 20 MG,TEMOZOLOMIDE,O,0,C,Y,6/16/2014
47335089180,TEMOZOLOMIDE,Temozolomide Cap 20 MG,TEMOZOLOMIDE,O,0,C,Y,6/16/2014
00085141702,TEMOZOLOMIDE,TEMOZOLOMIDE CAP 250 MG,TEMOZOLOMIDE,O,0,C,Y,4/22/2013
00093760257,TEMOZOLOMIDE,Temozolomide Cap 250 MG,TEMOZOLOMIDE,O,0,C,Y,6/16/2014
00781269675,TEMOZOLOMIDE,Temozolomide Cap 250 MG,TEMOZOLOMIDE,O,0,C,Y,6/16/2014
47335089380,TEMOZOLOMIDE,Temozolomide Cap 250 MG,TEMOZOLOMIDE,O,0,C,Y,6/16/2014
00085300403,TEMOZOLOMIDE,TEMOZOLOMIDE CAP 5 MG,TEMOZOLOMIDE,O,0,C,Y,4/22/2013
00085300404,TEMOZOLOMIDE,TEMOZOLOMIDE CAP 5 MG,TEMOZOLOMIDE,O,0,C,Y,4/22/2013
00093759941,TEMOZOLOMIDE,Temozolomide Cap 5 MG,TEMOZOLOMIDE,O,0,C,Y,6/16/2014
00093759957,TEMOZOLOMIDE,Temozolomide Cap 5 MG,TEMOZOLOMIDE,O,0,C,Y,6/16/2014
00781269144,TEMOZOLOMIDE,Temozolomide Cap 5 MG,TEMOZOLOMIDE,O,0,C,Y,6/16/2014
00781269175,TEMOZOLOMIDE,Temozolomide Cap 5 MG,TEMOZOLOMIDE,O,0,C,Y,6/16/2014
47335089021,TEMOZOLOMIDE,Temozolomide Cap 5 MG,TEMOZOLOMIDE,O,0,C,Y,6/16/2014
47335089080,TEMOZOLOMIDE,Temozolomide Cap 5 MG,TEMOZOLOMIDE,O,0,C,Y,6/16/2014
44778059101,TEMOZOLOMIDE 10 MG/ML ORAL SUSP,TEMOZOLOMIDE 10 MG/ML ORAL SUSP,TEMOZOLOMIDE,O,0,C,Y,7/17/2015
00085136605,TEMOZOLOMIDE 100 MG CAPSULE,TEMODAR 100 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,7/17/2015
04733589221,TEMOZOLOMIDE 100 MG CAPSULE,TEMOZOLOMIDE 100 MG CAPSULE,TEMOZOLOMIDE,O,0,C,Y,3/31/2016
04733589280,TEMOZOLOMIDE 100 MG CAPSULE,TEMOZOLOMIDE 100 MG CAPSULE,TEMOZOLOMIDE,O,0,C,Y,3/31/2016
06516280314,TEMOZOLOMIDE 100 MG CAPSULE,TEMOZOLOMIDE 100 MG CAPSULE,TEMOZOLOMIDE,O,0,C,Y,3/31/2016
06516280351,TEMOZOLOMIDE 100 MG CAPSULE,TEMOZOLOMIDE 100 MG CAPSULE,TEMOZOLOMIDE,O,0,C,Y,3/31/2016
16729005053,TEMOZOLOMIDE 100 MG CAPSULE,TEMOZOLOMIDE 100 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,4/10/2017
16729005054,TEMOZOLOMIDE 100 MG CAPSULE,TEMOZOLOMIDE 100 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,4/10/2017
50268076211,TEMOZOLOMIDE 100 MG CAPSULE,TEMOZOLOMIDE 100 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,5/23/2017
50268076212,TEMOZOLOMIDE 100 MG CAPSULE,TEMOZOLOMIDE 100 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,5/23/2017
51862008514,TEMOZOLOMIDE 100 MG CAPSULE,TEMOZOLOMIDE 100 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
51862008551,TEMOZOLOMIDE 100 MG CAPSULE,TEMOZOLOMIDE 100 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
65162080314,TEMOZOLOMIDE 100 MG CAPSULE,TEMOZOLOMIDE 100 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,7/17/2015
65162080351,TEMOZOLOMIDE 100 MG CAPSULE,TEMOZOLOMIDE 100 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,7/17/2015
00085142505,TEMOZOLOMIDE 140 MG CAPSULE,TEMODAR 140 MG CAPSULE,TEMOZOLOMIDE,O,0,C,Y,3/31/2016
04733592921,TEMOZOLOMIDE 140 MG CAPSULE,TEMOZOLOMIDE 140 MG CAPSULE,TEMOZOLOMIDE,O,0,C,Y,3/31/2016
04733592980,TEMOZOLOMIDE 140 MG CAPSULE,TEMOZOLOMIDE 140 MG CAPSULE,TEMOZOLOMIDE,O,0,C,Y,3/31/2016
06516280414,TEMOZOLOMIDE 140 MG CAPSULE,TEMOZOLOMIDE 140 MG CAPSULE,TEMOZOLOMIDE,O,0,C,Y,3/31/2016
06516280451,TEMOZOLOMIDE 140 MG CAPSULE,TEMOZOLOMIDE 140 MG CAPSULE,TEMOZOLOMIDE,O,0,C,Y,3/31/2016
16729012953,TEMOZOLOMIDE 140 MG CAPSULE,TEMOZOLOMIDE 140 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,4/10/2017
16729012954,TEMOZOLOMIDE 140 MG CAPSULE,TEMOZOLOMIDE 140 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,4/10/2017
50268076311,TEMOZOLOMIDE 140 MG CAPSULE,TEMOZOLOMIDE 140 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,5/23/2017
50268076312,TEMOZOLOMIDE 140 MG CAPSULE,TEMOZOLOMIDE 140 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,5/23/2017
51862008614,TEMOZOLOMIDE 140 MG CAPSULE,TEMOZOLOMIDE 140 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
51862008651,TEMOZOLOMIDE 140 MG CAPSULE,TEMOZOLOMIDE 140 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
65162080414,TEMOZOLOMIDE 140 MG CAPSULE,TEMOZOLOMIDE 140 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,7/17/2015
65162080451,TEMOZOLOMIDE 140 MG CAPSULE,TEMOZOLOMIDE 140 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,7/17/2015
00085143005,TEMOZOLOMIDE 180 MG CAPSULE,TEMODAR 180 MG CAPSULE,TEMOZOLOMIDE,O,0,C,Y,3/31/2016
05486859800,TEMOZOLOMIDE 180 MG CAPSULE,TEMODAR 180 MG CAPSULE,TEMOZOLOMIDE,O,0,C,Y,3/31/2016
04733593021,TEMOZOLOMIDE 180 MG CAPSULE,TEMOZOLOMIDE 180 MG CAPSULE,TEMOZOLOMIDE,O,0,C,Y,3/31/2016
04733593080,TEMOZOLOMIDE 180 MG CAPSULE,TEMOZOLOMIDE 180 MG CAPSULE,TEMOZOLOMIDE,O,0,C,Y,3/31/2016
06516280514,TEMOZOLOMIDE 180 MG CAPSULE,TEMOZOLOMIDE 180 MG CAPSULE,TEMOZOLOMIDE,O,0,C,Y,3/31/2016
06516280551,TEMOZOLOMIDE 180 MG CAPSULE,TEMOZOLOMIDE 180 MG CAPSULE,TEMOZOLOMIDE,O,0,C,Y,3/31/2016
16729013053,TEMOZOLOMIDE 180 MG CAPSULE,TEMOZOLOMIDE 180 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,4/10/2017
16729013054,TEMOZOLOMIDE 180 MG CAPSULE,TEMOZOLOMIDE 180 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,4/10/2017
51862008714,TEMOZOLOMIDE 180 MG CAPSULE,TEMOZOLOMIDE 180 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
51862008751,TEMOZOLOMIDE 180 MG CAPSULE,TEMOZOLOMIDE 180 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
65162080514,TEMOZOLOMIDE 180 MG CAPSULE,TEMOZOLOMIDE 180 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,7/17/2015
65162080551,TEMOZOLOMIDE 180 MG CAPSULE,TEMOZOLOMIDE 180 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,7/17/2015
00085151905,TEMOZOLOMIDE 20 MG CAPSULE,TEMODAR  20 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,7/17/2015
16729004953,TEMOZOLOMIDE 20 MG CAPSULE,TEMOZOLOMIDE  20 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,4/10/2017
16729004954,TEMOZOLOMIDE 20 MG CAPSULE,TEMOZOLOMIDE  20 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,4/10/2017
50268076111,TEMOZOLOMIDE 20 MG CAPSULE,TEMOZOLOMIDE  20 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,5/23/2017
50268076112,TEMOZOLOMIDE 20 MG CAPSULE,TEMOZOLOMIDE  20 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,5/23/2017
51862008414,TEMOZOLOMIDE 20 MG CAPSULE,TEMOZOLOMIDE  20 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
51862008451,TEMOZOLOMIDE 20 MG CAPSULE,TEMOZOLOMIDE  20 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
65162080214,TEMOZOLOMIDE 20 MG CAPSULE,TEMOZOLOMIDE  20 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,7/17/2015
65162080251,TEMOZOLOMIDE 20 MG CAPSULE,TEMOZOLOMIDE  20 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,7/17/2015
04733589121,TEMOZOLOMIDE 20 MG CAPSULE,TEMOZOLOMIDE 20 MG CAPSULE,TEMOZOLOMIDE,O,0,C,Y,3/31/2016
04733589180,TEMOZOLOMIDE 20 MG CAPSULE,TEMOZOLOMIDE 20 MG CAPSULE,TEMOZOLOMIDE,O,0,C,Y,3/31/2016
06516280214,TEMOZOLOMIDE 20 MG CAPSULE,TEMOZOLOMIDE 20 MG CAPSULE,TEMOZOLOMIDE,O,0,C,Y,3/31/2016
06516280251,TEMOZOLOMIDE 20 MG CAPSULE,TEMOZOLOMIDE 20 MG CAPSULE,TEMOZOLOMIDE,O,0,C,Y,3/31/2016
00085141703,TEMOZOLOMIDE 250 MG CAPSULE,TEMODAR 250 MG CAPSULE,TEMOZOLOMIDE,O,0,C,Y,3/31/2016
04733589380,TEMOZOLOMIDE 250 MG CAPSULE,TEMOZOLOMIDE 250 MG CAPSULE,TEMOZOLOMIDE,O,0,C,Y,3/31/2016
06516280651,TEMOZOLOMIDE 250 MG CAPSULE,TEMOZOLOMIDE 250 MG CAPSULE,TEMOZOLOMIDE,O,0,C,Y,3/31/2016
16729005153,TEMOZOLOMIDE 250 MG CAPSULE,TEMOZOLOMIDE 250 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,4/10/2017
51862008851,TEMOZOLOMIDE 250 MG CAPSULE,TEMOZOLOMIDE 250 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
65162080651,TEMOZOLOMIDE 250 MG CAPSULE,TEMOZOLOMIDE 250 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,7/17/2015
00085300405,TEMOZOLOMIDE 5 MG CAPSULE,TEMODAR   5 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,7/17/2015
16729004853,TEMOZOLOMIDE 5 MG CAPSULE,TEMOZOLOMIDE   5 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,4/10/2017
16729004854,TEMOZOLOMIDE 5 MG CAPSULE,TEMOZOLOMIDE   5 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,4/10/2017
51862008314,TEMOZOLOMIDE 5 MG CAPSULE,TEMOZOLOMIDE   5 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
51862008351,TEMOZOLOMIDE 5 MG CAPSULE,TEMOZOLOMIDE   5 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
65162080114,TEMOZOLOMIDE 5 MG CAPSULE,TEMOZOLOMIDE   5 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,7/17/2015
65162080151,TEMOZOLOMIDE 5 MG CAPSULE,TEMOZOLOMIDE   5 MG ORAL CAP,TEMOZOLOMIDE,O,0,C,Y,7/17/2015
04733589021,TEMOZOLOMIDE 5 MG CAPSULE,TEMOZOLOMIDE 5 MG CAPSULE,TEMOZOLOMIDE,O,0,C,Y,3/31/2016
04733589080,TEMOZOLOMIDE 5 MG CAPSULE,TEMOZOLOMIDE 5 MG CAPSULE,TEMOZOLOMIDE,O,0,C,Y,3/31/2016
06516280114,TEMOZOLOMIDE 5 MG CAPSULE,TEMOZOLOMIDE 5 MG CAPSULE,TEMOZOLOMIDE,O,0,C,Y,3/31/2016
06516280151,TEMOZOLOMIDE 5 MG CAPSULE,TEMOZOLOMIDE 5 MG CAPSULE,TEMOZOLOMIDE,O,0,C,Y,3/31/2016
54569584200,TEMOZOLOMIDE CAP 100 MG,TEMODAR,TEMOZOLOMIDE,O,0,C,Y,5/31/2012
54569584300,TEMOZOLOMIDE CAP 100 MG,TEMODAR,TEMOZOLOMIDE,O,0,C,Y,5/31/2012
00054032203,Temozolomide Cap 100 MG,,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
00054032206,Temozolomide Cap 100 MG,,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
00378526214,Temozolomide Cap 100 MG,,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
00378526298,Temozolomide Cap 100 MG,,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
43975025405,Temozolomide Cap 100 MG,,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
43975025414,Temozolomide Cap 100 MG,,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
00054032303,Temozolomide Cap 140 MG,,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
00054032306,Temozolomide Cap 140 MG,,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
00378526314,Temozolomide Cap 140 MG,,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
00378526398,Temozolomide Cap 140 MG,,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
43975025505,Temozolomide Cap 140 MG,,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
43975025514,Temozolomide Cap 140 MG,,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
54868598000,TEMOZOLOMIDE CAP 180 MG,TEMODAR,TEMOZOLOMIDE,O,0,C,Y,5/31/2012
00054032403,Temozolomide Cap 180 MG,,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
00054032406,Temozolomide Cap 180 MG,,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
00378526414,Temozolomide Cap 180 MG,,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
00378526498,Temozolomide Cap 180 MG,,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
43975025605,Temozolomide Cap 180 MG,,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
43975025614,Temozolomide Cap 180 MG,,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
54569583800,TEMOZOLOMIDE CAP 20 MG,TEMODAR,TEMOZOLOMIDE,O,0,C,Y,5/31/2012
54569583900,TEMOZOLOMIDE CAP 20 MG,TEMODAR,TEMOZOLOMIDE,O,0,C,Y,5/31/2012
54868414203,TEMOZOLOMIDE CAP 20 MG,TEMODAR,TEMOZOLOMIDE,O,0,C,Y,5/31/2012
00054032103,Temozolomide Cap 20 MG,,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
00054032106,Temozolomide Cap 20 MG,,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
00378526114,Temozolomide Cap 20 MG,,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
00378526198,Temozolomide Cap 20 MG,,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
43975025305,Temozolomide Cap 20 MG,,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
43975025314,Temozolomide Cap 20 MG,,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
54569584400,TEMOZOLOMIDE CAP 250 MG,TEMODAR,TEMOZOLOMIDE,O,0,C,Y,5/31/2012
54569584500,TEMOZOLOMIDE CAP 250 MG,TEMODAR,TEMOZOLOMIDE,O,0,C,Y,5/31/2012
00054032503,Temozolomide Cap 250 MG,,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
00378526598,Temozolomide Cap 250 MG,,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
43975025705,Temozolomide Cap 250 MG,,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
54569583600,TEMOZOLOMIDE CAP 5 MG,TEMODAR,TEMOZOLOMIDE,O,0,C,Y,5/31/2012
54569583700,TEMOZOLOMIDE CAP 5 MG,TEMODAR,TEMOZOLOMIDE,O,0,C,Y,5/31/2012
00054032003,Temozolomide Cap 5 MG,,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
00054032006,Temozolomide Cap 5 MG,,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
00378526014,Temozolomide Cap 5 MG,,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
00378526098,Temozolomide Cap 5 MG,,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
43975025205,Temozolomide Cap 5 MG,,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
43975025214,Temozolomide Cap 5 MG,,TEMOZOLOMIDE,O,0,C,Y,2/1/2017
00085138101,TEMOZOLOMIDE FOR IV SOLN 100 MG,TEMODAR,TEMOZOLOMIDE,O,0,C,Y,5/31/2012
00008117901,TEMSIROLIMUS,TORISEL SOL 25MG/ML,TEMSIROLIMUS,O,0,C,Y,4/25/2011
00008117905,TEMSIROLIMUS,,TEMSIROLIMUS,O,0,C,Y,4/25/2011
44567050701,TENIPOSIDE,Teniposide IV Soln 10 MG/ML,TENIPOSIDE,O,0,C,Y,6/16/2014
00015307519,TENIPOSIDE,VUMON INJ 50MG/5ML UD,TENIPOSIDE,O,0,C,Y,4/25/2011
00015307597,TENIPOSIDE,,TENIPOSIDE,O,0,C,Y,4/25/2011
04456750701,TENIPOSIDE 50 MG/5 ML INTRAVENOUS SOLUTI,TENIPOSIDE 50 MG/5 ML INTRAVENOUS SO,TENIPOSIDE,O,0,C,Y,3/31/2016
00003069050,TESTOLACTONE,TESLAC 50MG TABLET,TESTOLACTONE,R,0,H,Y,4/25/2011
59572021593,THALIDOMIDE,THALOMID,THALIDOMIDE,I,0,C,Y,4/25/2011
59572021015,THALIDOMIDE,THALOMID CAP 100MG,THALIDOMIDE,I,0,C,Y,4/25/2011
59572021095,THALIDOMIDE,THALOMID CAP 100MG UD,THALIDOMIDE,I,0,C,Y,4/25/2011
59572021513,THALIDOMIDE,THALOMID CAP 150MG,THALIDOMIDE,I,0,C,Y,4/25/2011
59572022016,THALIDOMIDE,THALOMID CAP 200MG,THALIDOMIDE,I,0,C,Y,4/25/2011
59572022096,THALIDOMIDE,THALOMID CAP 200MG UD,THALIDOMIDE,I,0,C,Y,4/25/2011
59572020514,THALIDOMIDE,THALOMID CAP 50MG,THALIDOMIDE,I,0,C,Y,4/25/2011
59572020594,THALIDOMIDE,THALOMID CAP 50MG,THALIDOMIDE,I,0,C,Y,4/25/2011
59572010511,THALIDOMIDE,THALOMID CAP 50MG UD,THALIDOMIDE,I,0,C,Y,4/25/2011
59572010592,THALIDOMIDE,THALOMID CAP 50MG UD,THALIDOMIDE,I,0,C,Y,4/25/2011
59572010593,THALIDOMIDE,THALOMID CAP 50MG UD,THALIDOMIDE,I,0,C,Y,4/25/2011
59572010512,THALIDOMIDE,,THALIDOMIDE,I,0,C,Y,4/25/2011
59572010513,THALIDOMIDE,,THALIDOMIDE,I,0,C,Y,4/25/2011
05957221015,THALIDOMIDE 100 MG CAPSULE,THALOMID 100 MG CAPSULE,THALIDOMIDE,I,0,C,Y,3/31/2016
05957221095,THALIDOMIDE 100 MG CAPSULE,THALOMID 100 MG CAPSULE,THALIDOMIDE,I,0,C,Y,3/31/2016
05957221513,THALIDOMIDE 150 MG CAPSULE,THALOMID 150 MG CAPSULE,THALIDOMIDE,I,0,C,Y,3/31/2016
05957221593,THALIDOMIDE 150 MG CAPSULE,THALOMID 150 MG CAPSULE,THALIDOMIDE,I,0,C,Y,3/31/2016
05957222016,THALIDOMIDE 200 MG CAPSULE,THALOMID 200 MG CAPSULE,THALIDOMIDE,I,0,C,Y,3/31/2016
05957222096,THALIDOMIDE 200 MG CAPSULE,THALOMID 200 MG CAPSULE,THALIDOMIDE,I,0,C,Y,3/31/2016
05957220514,THALIDOMIDE 50 MG CAPSULE,THALOMID 50 MG CAPSULE,THALIDOMIDE,I,0,C,Y,3/31/2016
05957220517,THALIDOMIDE 50 MG CAPSULE,THALOMID 50 MG CAPSULE,THALIDOMIDE,I,0,C,Y,3/31/2016
05957220594,THALIDOMIDE 50 MG CAPSULE,THALOMID 50 MG CAPSULE,THALIDOMIDE,I,0,C,Y,3/31/2016
05957220597,THALIDOMIDE 50 MG CAPSULE,THALOMID 50 MG CAPSULE,THALIDOMIDE,I,0,C,Y,3/31/2016
59572020517,THALOMID,Thalidomide Cap 50 MG,THALIDOMIDE,I,0,C,Y,6/16/2014
59572020597,THALOMID,Thalidomide Cap 50 MG,THALIDOMIDE,I,0,C,Y,6/16/2014
76388088025,THIOGUANINE,TABLOID TAB 40MG,THIOGUANINE,O,0,C,Y,6/16/2014
00173088025,THIOGUANINE,THIOGUANINE TAB 40MG,THIOGUANINE,O,0,C,Y,4/25/2011
00081088025,THIOGUANINE,THIOGUANINE TABLOID 40MG TB,THIOGUANINE,O,0,C,Y,4/25/2011
51927280300,THIOGUANINE (BULK) POWDER,THIOGUANINE,THIOGUANINE,O,0,C,Y,5/31/2012
05192728030,THIOGUANINE (BULK) POWDER,THIOGUANINE (BULK) POWDER,THIOGUANINE,O,0,C,Y,3/31/2016
44778061901,THIOGUANINE 20 MG/ML ORAL SUSP,THIOGUANINE 20 MG/ML ORAL SUSP,THIOGUANINE,O,0,C,Y,7/17/2015
07638888025,THIOGUANINE 40 MG TABLET,TABLOID 40 MG TABLET,THIOGUANINE,O,0,C,Y,3/31/2016
99999015350,,INPT THIOGUANINE 40 MG/ML ORAL SUSP SYRINGE PED,THIOGUANINE,O,0,C,Y,2/1/2017
58406066131,THIOTEPA,THIOPLEX INJ 15MG UD,THIOTEPA,O,0,C,Y,4/25/2011
00143956501,THIOTEPA,THIOTEPA,THIOTEPA,O,0,C,Y,3/31/2016
00703430102,THIOTEPA,THIOTEPA,THIOTEPA,O,0,C,Y,4/25/2011
88888007101,THIOTEPA,THIOTEPA BLADDER IRRIGATION,THIOTEPA,O,0,C,Y,6/16/2014
99999080004,THIOTEPA,THIOTEPA BLADDER IRRIGATION,THIOTEPA,O,0,C,Y,6/16/2014
55390003010,THIOTEPA,THIOTEPA INJ 15MG UD,THIOTEPA,O,0,C,Y,4/25/2011
00005465091,THIOTEPA,THIOTEPA PARENTERAL 15MG,THIOTEPA,O,0,C,Y,4/25/2011
00703430301,THIOTEPA,,THIOTEPA,O,0,C,Y,4/25/2011
58406066102,THIOTEPA,,THIOTEPA,O,0,C,Y,4/25/2011
58406066201,THIOTEPA,,THIOTEPA,O,0,C,Y,4/25/2011
58406066236,THIOTEPA,,THIOTEPA,O,0,C,Y,4/25/2011
05192727620,THIOTEPA (BULK) 100 % POWDER,THIOTEPA (BULK) 100 % POWDER,THIOTEPA,O,0,C,Y,3/31/2016
99999932430,THIOTEPA 1 MG/ML INTRAURETHRAL IRRIGATION SOLN,THIOTEPA 1 MG/ML INTRAURETHRAL IRRIGATION SOLN,THIOTEPA,O,0,C,Y,7/17/2015
53964000202,THIOTEPA 100 MG SOLUTION FOR INJECTION,TEPADINA 100 MG INJ RECON SOLN,THIOTEPA,O,0,C,Y,5/23/2017
53964000101,THIOTEPA 15 MG SOLUTION FOR INJECTION,TEPADINA  15 MG INJ RECON SOLN,THIOTEPA,O,0,C,Y,5/23/2017
05539003010,THIOTEPA 15 MG SOLUTION FOR INJECTION,THIOTEPA 15 MG SOLUTION FOR INJECTIO,THIOTEPA,O,0,C,Y,3/31/2016
51927276200,TRIETHYLENETHIOPHOSPHORAMIDE/T,THIOTEPA,THIOTEPA,O,0,C,Y,4/25/2011
00069007501,TOPOTECAN,Topotecan HCl For Inj 4 MG,TOPOTECAN,O,0,C,Y,4/22/2013
00078067301,TOPOTECAN 1 MG CAPSULE,HYCAMTIN 1 MG ORAL CAP,TOPOTECAN,O,0,C,Y,5/23/2017
00078067461,TOPOTECAN 4 MG INTRAVENOUS SOLUTION,HYCAMTIN 4 MG IV RECON SOLN,TOPOTECAN,O,0,C,Y,2/1/2017
01672915131,TOPOTECAN 4 MG INTRAVENOUS SOLUTION,TOPOTECAN 4 MG INTRAVENOUS SOLUTION,TOPOTECAN,O,0,C,Y,3/31/2016
